0,0,0,0,0,0.0466905,0,0.0347397,0.140072,0,0,0,0,0.0189416,0,0,0.140072,0,0,0,0,0,0,0,0.0466905,0,0,0,0.104219,0,0.0227889,0,0,0,0,0,0,0,0,0.0277489,0,0,0,0,0.0466905,0,0.0466905,0,0,0,0.104219,0,0.0466905,0,0,0,0,0.0466905,0,0,0,0.0466905,0.0554979,0,0,0,0,0.0466905,0,0,0.0466905,0.0554979,0,0,0.0157981,0,0,0,0,0,0,0,0,0,0,0.0466905,0,0.0466905,0,0,0.0277489,0,0.0466905,0.0347397,0,0,0.0347397,0,0,0,0,0.0466905,0,0,0,0,0,0,0,0.0466905,0,0,0,0,0,0,0.0227889,0.093381,0.0455778,0,0,0,0.0466905,0,0,0,0,0,0,0,0,0,0,0.0131403,0.093381,0,0,0,0.0277489,0,0,0,0.0347397,0,0.0466905,0,0,0,0,0,0.0466905,0,0.0347397,0.0277489,0,0.0347397,0.0455778,0,0,0,0.0694794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0130795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155752,0,0,0,0,0,0,0,0,0,0,0,0.0519174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519174,0,0,0.0295578,0,0,0,0,0,0,0.103835,0,0,0,0,0,0,0.103835,0,0.155752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129994,0,0,0,0.0295578,0,0,0,0,0.0426373,0,0.0852746,0,0.0519174,0,0,0,0,0,0,0,0,0,0,0,0,0.0245852,0,0,0,0,0,0,0,0.0649969,0,0,0,0,0,0,0,0.129994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129994,0.194991,0,0,0,0,0,0.0519174,0,0,0
0,0,0,0,0,0,0,0,0,0,0.06605,0.06605,0,0,0,0,0,0,0.06605,0,0,0,0,0,0,0.06605,0,0,0,0,0.0322379,0,0,0,0,0,0,0,0,0,0.19815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,0,0,0,0,0.0223486,0,0.1321,0,0.1321,0.0322379,0,0.0322379,0.06605,0,0,0,0.06605,0,0,0,0,0,0,0,0,0,0.0185888,0,0.06605,0,0,0,0,0,0,0.098288,0.06605,0,0.1321,0,0,0.1321,0,0,0,0,0,0,0.147432,0.0322379,0,0,0.1321,0,0,0,0,0,0,0,0,0,0.06605,0,0,0.049144,0,0,0.1321,0
0,0,0,0,0.0207931,0,0,0,0,0,0,0,0,0.0281695,0,0,0,0.0694372,0,0,0,0,0.0694372,0,0,0,0,0,0,0,0.0338912,0,0,0,0,0,0,0,0,0,0,0.0694372,0.0694372,0.0694372,0,0,0,0.0516642,0,0,0,0.0694372,0,0,0.0694372,0.0694372,0.0694372,0,0,0.0694372,0,0,0,0,0,0,0,0,0,0.0694372,0,0,0.0694372,0,0.0704839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516642,0,0.0694372,0,0,0.0694372,0,0,0,0.0694372,0,0,0,0,0,0,0,0.0694372,0.0939785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694372,0.0694372,0,0,0,0,0.0781682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516642,0,0,0,0,0,0.0694372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412676,0,0,0.0694372
0,0,0,0,0.0225258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894132,0,0,0.0734309,0,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0,0,0,0,0,0,0.0894132,0,0,0.150447,0.150447,0,0,0,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0,0,0,0,0,0.0894132,0,0,0,0,0,0,0,0.111939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0,0,0,0,0,0,0.111939,0,0,0,0,0,0,0,0,0,0,0,0,0.0894132,0,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0.0894132,0,0,0.0734309,0,0,0,0,0,0,0.150447,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0675775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335817,0,0,0,0
0,0,0,0,0.0213403,0,0,0,0,0.142529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106048,0,0,0,0,0,0,0,0,0,0.142529,0,0.169415,0,0,0,0,0,0,0,0,0,0,0.142529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142529,0,0,0,0,0,0,0,0,0,0,0.142529,0,0,0.0482258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142529,0.0401126,0,0,0,0,0.0847073,0.142529,0,0,0,0,0,0,0,0,0,0,0,0.142529,0,0.0847073,0,0,0.0695661,0,0,0,0.106048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.335817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26824,0,0,0,0,0.335817,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0675775,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0130795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155752,0,0,0,0,0,0,0,0,0,0,0,0.0519174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519174,0,0,0.0295578,0,0,0,0,0,0,0.103835,0,0,0,0,0,0,0.103835,0,0.155752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129994,0,0,0,0.0295578,0,0,0,0,0.0426373,0,0.0852746,0,0.0519174,0,0,0,0,0,0,0,0,0,0,0,0,0.0245852,0,0,0,0,0,0,0,0.0649969,0,0,0,0,0,0,0,0.129994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129994,0.194991,0,0,0,0,0,0.0519174,0,0,0
